Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 12/21  01:00:00,-15.5,1.25,1.25,,,0.0,,,,-18.208257429442167,,,,,,,,,,,,,,,,,,,,,,,,-18.210957916180156,-0.035919116169558674,-0.03599015482956486 
 12/21  02:00:00,-15.5,3.25,3.25,,,0.0,,,,-18.208346242455278,,,,,,,,,,,,,,,,,,,,,,,,-18.211044743036272,-0.035356039748359436,-0.03542596637573524 
 12/21  03:00:00,-15.5,3.375,3.375,,,0.0,,,,-18.208433661882808,,,,,,,,,,,,,,,,,,,,,,,,-18.211130208729628,-0.03480177731580003,-0.034870609273411936 
 12/21  04:00:00,-15.5,1.125,1.125,,,0.0,,,,-18.208519709584017,,,,,,,,,,,,,,,,,,,,,,,,-18.21121433456837,-0.03425619137291136,-0.034323945731721824 
 12/21  05:00:00,-15.5,1.875,1.875,,,0.0,,,,-18.208604407075555,,,,,,,,,,,,,,,,,,,,,,,,-18.211297141528142,-0.03371914654842012,-0.03378584012708481 
 12/21  06:00:00,-15.5,3.0,3.0,,,0.0,,,,-18.20868777553683,,,,,,,,,,,,,,,,,,,,,,,,-18.211378650257316,-0.03319050955396152,-0.03325615891770778 
 12/21  07:00:00,-15.5,3.0,3.0,,,0.0,,,,-18.208769835815293,,,,,,,,,,,,,,,,,,,,,,,,-18.211458881081974,-0.03267014918400113,-0.03273477062570852 
 12/21  08:00:00,-15.5,3.0,3.0,,,0.0,,,,-18.208850608431604,,,,,,,,,,,,,,,,,,,,,,,,-18.21153785401094,-0.03215793625378138,-0.032221545817560954 
 12/21  09:00:00,-15.5,3.0,3.0,,,0.0,,,,-18.208930113584785,,,,,,,,,,,,,,,,,,,,,,,,-18.21161558874072,-0.03165374357844142,-0.031716357058552754 
 12/21  10:00:00,-15.5,2.375,2.375,,,0.0,,,,-18.2090083711572,,,,,,,,,,,,,,,,,,,,,,,,-18.211692104660283,-0.03115744594654357,-0.03121907890657123 
 12/21  11:00:00,-15.5,0.75,0.75,,,0.0,,,,-18.209085400719573,,,,,,,,,,,,,,,,,,,,,,,,-18.21176742085587,-0.030668920085150653,-0.030729587825272995 
 12/21  12:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.209161221535833,,,,,,,,,,,,,,,,,,,,,,,,-18.211841556115683,-0.03018804463824365,-0.030247762244059655 
 12/21  13:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.209235852567897,,,,,,,,,,,,,,,,,,,,,,,,-18.211914528934493,-0.029714700125573756,-0.02977348243106509 
 12/21  14:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.209309312480443,,,,,,,,,,,,,,,,,,,,,,,,-18.211986357518207,-0.029248768925587587,-0.029306630545016185 
 12/21  15:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.2093816196455,,,,,,,,,,,,,,,,,,,,,,,,-18.212057059788314,-0.028790135236421488,-0.028847090550693774 
 12/21  16:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.20945279214711,,,,,,,,,,,,,,,,,,,,,,,,-18.21212665338637,-0.028338685056557456,-0.028394748229511727 
 12/21  17:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.20952284778577,,,,,,,,,,,,,,,,,,,,,,,,-18.212195155678288,-0.027894306156192705,-0.027949491128246136 
 12/21  18:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.209591804082883,,,,,,,,,,,,,,,,,,,,,,,,-18.212262583758605,-0.027456888050182204,-0.027511208538075708 
 12/21  19:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.20965967828515,,,,,,,,,,,,,,,,,,,,,,,,-18.21232895445476,-0.027026321961959976,-0.027079791481503454 
 12/21  20:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.209726487368858,,,,,,,,,,,,,,,,,,,,,,,,-18.212394284331204,-0.02660250081016624,-0.026655132659511416 
 12/21  21:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.20979224804413,,,,,,,,,,,,,,,,,,,,,,,,-18.21245858969349,-0.026185319178504862,-0.02623712645358301 
 12/21  22:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.20985697675905,,,,,,,,,,,,,,,,,,,,,,,,-18.212521886592306,-0.025774673281988125,-0.025825668879553402 
 12/21  23:00:00,-15.5,0.0,0.0,,,0.0,,,,-18.209920689703807,,,,,,,,,,,,,,,,,,,,,,,,-18.21258419082742,-0.025370460958933805,-0.02542065756085856 
 12/21  24:00:00,-15.5,0.0,0.0,0.0,10.,0.0,30412800.0,-30412800.0,0.0,-18.20998340281473,-18.14473130427405,-17.463535433158047,0.5322517387078015,7.1514454070139015,-18.14473130427405,-17.463535433158047,0.5322517387078015,7.1514454070139015,-18.14050689438095,-17.41730710112594,0.5431919628879791,7.416426631442921,-18.14050689438095,-17.41730710112594,0.5431919628879791,7.416426631442921,-18.215757263524655,-18.21573623209002,0.11964483126388518,-18.282444949136522,-20.30577561993957,0.6282194816030436,8.618881237630541,-18.212645517951596,-0.024972581634352675,-0.025021991735362487 
 07/21  01:00:00,18.966,1.25,1.25,,,0.0,,,,28.705693337705,,,,,,,,,,,,,,,,,,,,,,,,28.86188474357067,-98.57006323553759,-98.48081210957601 
 07/21  02:00:00,18.244,3.25,3.25,,,0.0,,,,28.42423858121798,,,,,,,,,,,,,,,,,,,,,,,,28.57998637444778,-96.30569888897605,-96.81901666419344 
 07/21  03:00:00,17.731,3.375,3.375,,,0.0,,,,28.150789399284466,,,,,,,,,,,,,,,,,,,,,,,,28.305871705638516,-94.16366791763147,-94.42304226077772 
 07/21  04:00:00,17.275000000000002,1.125,1.125,,,0.0,,,,27.87859182951218,,,,,,,,,,,,,,,,,,,,,,,,28.03489321434587,-94.51349321873703,-94.40166964599983 
 07/21  05:00:00,16.913999999999998,1.875,1.875,,,0.0,,,,27.609628052522993,,,,,,,,,,,,,,,,,,,,,,,,27.76485086836535,-92.86651775142155,-93.2398436408398 
 07/21  06:00:00,16.990000000000002,3.0,3.0,,,0.0,,,,27.546507031179353,,,,,,,,,,,,,,,,,,,,,,,,27.582095282641,5.966266539142765,-19.26640494622465 
 07/21  07:00:00,17.769,3.0,3.0,,,0.0,,,,27.96347959996211,,,,,,,,,,,,,,,,,,,,,,,,27.83142702483948,127.3324758190621,125.65324504134675 
 07/21  08:00:00,19.783,3.0,3.0,,,0.0,,,,28.362296180690766,,,,,,,,,,,,,,,,,,,,,,,,28.205993810882067,137.8085311942936,134.07704892803127 
 07/21  09:00:00,22.557,3.0,3.0,,,0.0,,,,28.814043313819308,,,,,,,,,,,,,,,,,,,,,,,,28.64489028822714,167.16440280796434,163.78026320857046 
 07/21  10:00:00,25.255000000000003,2.375,2.375,,,0.0,,,,29.317687025312022,,,,,,,,,,,,,,,,,,,,,,,,29.139894123199564,169.36678123180155,171.01760655630324 
 07/21  11:00:00,27.649,0.75,0.75,,,0.0,,,,29.760414610266267,,,,,,,,,,,,,,,,,,,,,,,,29.602833105811342,149.1922700685809,152.25251363837668 
 07/21  12:00:00,29.454,0.0,0.0,,,0.0,,,,30.105481911820085,,,,,,,,,,,,,,,,,,,,,,,,29.984373864525036,112.49598432220286,117.65941537534805 
 07/21  13:00:00,30.784,0.0,0.0,,,0.0,,,,30.43271641575472,,,,,,,,,,,,,,,,,,,,,,,,30.29563688348432,120.77346215405055,114.04990812592314 
 07/21  14:00:00,31.715,0.0,0.0,,,0.0,,,,30.840529855887834,,,,,,,,,,,,,,,,,,,,,,,,30.700221768691847,144.76461164881107,146.15260501767503 
 07/21  15:00:00,32.0,0.0,0.0,,,0.0,,,,31.152986260773936,,,,,,,,,,,,,,,,,,,,,,,,31.07750608250853,109.59144155334943,115.49915285493658 
 07/21  16:00:00,31.43,0.0,0.0,,,0.0,,,,31.30064224776203,,,,,,,,,,,,,,,,,,,,,,,,31.31844510239512,53.339173952302005,61.20645590579426 
 07/21  17:00:00,30.328,0.0,0.0,,,0.0,,,,31.291893213085608,,,,,,,,,,,,,,,,,,,,,,,,31.40127073994911,10.175744879275488,13.607936419164643 
 07/21  18:00:00,28.922,0.0,0.0,,,0.0,,,,31.166288086589034,,,,,,,,,,,,,,,,,,,,,,,,31.36416124141462,-49.0016997280881,-37.17879845085592 
 07/21  19:00:00,26.927,0.0,0.0,,,0.0,,,,30.692233928568033,,,,,,,,,,,,,,,,,,,,,,,,31.019175652868526,-203.51122492933345,-179.88342251437078 
 07/21  20:00:00,25.027,0.0,0.0,,,0.0,,,,30.117318147372632,,,,,,,,,,,,,,,,,,,,,,,,30.345210981818035,-196.07238579043369,-217.40991401148023 
 07/21  21:00:00,23.544999999999998,0.0,0.0,,,0.0,,,,29.815406777545267,,,,,,,,,,,,,,,,,,,,,,,,29.95902954868773,-98.54016186508247,-101.53963690093107 
 07/21  22:00:00,22.177,0.0,0.0,,,0.0,,,,29.545196434706998,,,,,,,,,,,,,,,,,,,,,,,,29.68889954924961,-93.25112623381412,-92.79764114828289 
 07/21  23:00:00,20.999000000000002,0.0,0.0,,,0.0,,,,29.272405951131386,,,,,,,,,,,,,,,,,,,,,,,,29.418792679988442,-93.2016684737151,-93.38775496856356 
 07/21  24:00:00,19.935000000000002,0.0,0.0,0.0,9.,0.0,30412800.0,-30412800.0,0.0,28.993508807873674,29.36605130881541,27.569439113124258,1.0660537198229174,9.784087351742171,29.51238499301901,30.175879246215587,1.0825673367859954,11.644335408223538,29.263305856790623,25.629618712057418,0.8758074808942377,11.653618734940208,29.497336520041717,30.032847301966964,1.0837856168608833,11.650564513581722,29.464371526430188,29.46435249957408,0.9682653855285858,29.54523513668229,32.360623419105956,0.8112058719930055,13.389028050642276,29.145749977596658,-96.52638536843946,-95.9487758204358 
 01/01  01:00:00,7.0125,1.25,1.25,,,0.0,,,,12.0813600271991,,,,,,,,,,,,,,,,,,,,,,,,12.218501038873509,-82.68578118890613,-79.7323040875146 
 01/01  02:00:00,7.2,3.25,3.25,,,0.0,,,,11.972580792489632,,,,,,,,,,,,,,,,,,,,,,,,12.050980253942956,-28.125142561958064,-38.6939789188597 
 01/01  03:00:00,6.8875,3.375,3.375,,,0.0,,,,11.861059134797719,,,,,,,,,,,,,,,,,,,,,,,,11.965325795278446,-50.74408512811174,-43.53660375453508 
 01/01  04:00:00,6.324999999999999,1.125,1.125,,,0.0,,,,11.636671155187631,,,,,,,,,,,,,,,,,,,,,,,,11.777728865071836,-87.81354825043405,-83.39599320796242 
 01/01  05:00:00,5.0375,1.875,1.875,,,0.0,,,,11.41688420933646,,,,,,,,,,,,,,,,,,,,,,,,11.546435886334457,-76.50140840575743,-79.97120114822658 
 01/01  06:00:00,4.4,3.0,3.0,,,0.0,,,,11.214654980329044,,,,,,,,,,,,,,,,,,,,,,,,11.345239192560056,-74.84972552195913,-74.55842779754849 
 01/01  07:00:00,5.4624999999999995,3.0,3.0,,,0.0,,,,11.029924033796249,,,,,,,,,,,,,,,,,,,,,,,,11.153780447171204,-67.26572082253541,-68.39340398511024 
 01/01  08:00:00,5.4125,3.0,3.0,,,0.0,,,,11.186940108915529,,,,,,,,,,,,,,,,,,,,,,,,11.086588271433335,96.14244331099542,49.529864189475944 
 01/01  09:00:00,6.750000000000001,3.0,3.0,,,0.0,,,,12.292650013334189,,,,,,,,,,,,,,,,,,,,,,,,11.771415872004527,491.2255775323416,410.1592185765578 
 01/01  10:00:00,8.487499999999999,2.375,2.375,,,0.0,,,,13.148701256491947,,,,,,,,,,,,,,,,,,,,,,,,12.63326579023933,605.4025662986602,502.4971317312644 
 01/01  11:00:00,9.2125,0.75,0.75,,,0.0,,,,13.626271744813723,,,,,,,,,,,,,,,,,,,,,,,,13.549749609684195,245.90996633693726,293.5058285197393 
 01/01  12:00:00,9.775,0.0,0.0,,,0.0,,,,13.823653600077186,,,,,,,,,,,,,,,,,,,,,,,,13.889823006564207,63.65994132876951,66.49275613548694 
 01/01  13:00:00,10.375,0.0,0.0,,,0.0,,,,14.059942518325428,,,,,,,,,,,,,,,,,,,,,,,,14.069864757046087,92.63365007737598,82.28996001642112 
 01/01  14:00:00,10.9125,0.0,0.0,,,0.0,,,,14.601500245413398,,,,,,,,,,,,,,,,,,,,,,,,14.497076436179588,217.77308567446028,203.92486454260415 
 01/01  15:00:00,12.85,0.0,0.0,,,0.0,,,,15.09902952687068,,,,,,,,,,,,,,,,,,,,,,,,15.10677137559056,180.58340987162913,201.02641686155454 
 01/01  16:00:00,13.9,0.0,0.0,,,0.0,,,,14.768135669951953,,,,,,,,,,,,,,,,,,,,,,,,15.169373361193554,-178.1692349227461,-121.39392794258941 
 01/01  17:00:00,12.15,0.0,0.0,,,0.0,,,,13.795835095761378,,,,,,,,,,,,,,,,,,,,,,,,14.288196438336701,-366.1639648983054,-378.65512967627933 
 01/01  18:00:00,11.1,0.0,0.0,,,0.0,,,,13.384179239768308,,,,,,,,,,,,,,,,,,,,,,,,13.575099573794047,-155.8661146980211,-178.1473872829881 
 01/01  19:00:00,10.7875,0.0,0.0,,,0.0,,,,13.165925099816809,,,,,,,,,,,,,,,,,,,,,,,,13.284329868698341,-77.48184845855786,-81.81390942465679 
 01/01  20:00:00,10.6,0.0,0.0,,,0.0,,,,13.046207121872321,,,,,,,,,,,,,,,,,,,,,,,,13.12695415050419,-39.85089517258442,-44.39732151429878 
 01/01  21:00:00,9.5375,0.0,0.0,,,0.0,,,,12.874241744805683,,,,,,,,,,,,,,,,,,,,,,,,12.993555882100477,-70.51525331073705,-63.217905145696776 
 01/01  22:00:00,9.2125,0.0,0.0,,,0.0,,,,12.716870303561768,,,,,,,,,,,,,,,,,,,,,,,,12.811739017917604,-50.7192150272766,-57.15571427838245 
 01/01  23:00:00,8.4,0.0,0.0,,,0.0,,,,12.515135504942512,,,,,,,,,,,,,,,,,,,,,,,,12.649968252358239,-82.80140130648664,-74.57719074783124 
 01/01  24:00:00,7.1125,0.0,0.0,0.0,3.,0.0,,,,12.295828736819818,13.242476187157706,20.341273634116366,1.2297584185764425,5.00331676431848,12.834950645542603,13.320892770206575,1.046085117764621,4.72532590188337,12.575847075786507,9.038050039507686,0.9072038853778497,4.414842528438251,12.749155813038515,11.89357574269386,0.9916866736791814,4.581139122006259,12.810839092432362,12.81085557532692,1.027541707185888,12.783656239733832,10.694053112387623,0.8791997699721898,5.21479925039463,12.421149716566177,-75.30750401006588,-79.61105548064053 
 01/02  01:00:00,8.075000000000001,0.0,0.0,,,0.0,,,,12.211132119088237,,,,,,,,,,,,,,,,,,,,,,,,12.281049115226725,-22.81513770322917,-31.000821573124878 
 01/02  02:00:00,7.15,1.25,0.625,,,0.0,,,,11.939809511066137,,,,,,,,,,,,,,,,,,,,,,,,12.123578507306185,-126.0423861760208,-103.74561968397451 
 01/02  03:00:00,5.7875,1.375,1.0,,,0.0,,,,11.60817414003198,,,,,,,,,,,,,,,,,,,,,,,,11.766953108128423,-106.33864328900356,-118.35179504136642 
 01/02  04:00:00,4.5375,2.25,2.25,,,0.0,,,,11.328332589471225,,,,,,,,,,,,,,,,,,,,,,,,11.49523965284,-105.64966471211869,-102.47508823090294 
 01/02  05:00:00,4.9624999999999995,1.125,1.125,,,0.0,,,,11.180378625096115,,,,,,,,,,,,,,,,,,,,,,,,11.280206971244683,-38.49707689762174,-51.525304515013175 
 01/02  06:00:00,6.6,0.0,0.0,,,0.0,,,,11.195626430030464,,,,,,,,,,,,,,,,,,,,,,,,11.246857139367725,3.8236569423397064,1.567207696189981 
 01/02  07:00:00,7.575,0.0,0.0,,,0.0,,,,11.194897986805339,,,,,,,,,,,,,,,,,,,,,,,,11.249454881921944,-8.033057671353241,-4.880589087776007 
 01/02  08:00:00,7.425,0.0,0.0,,,0.0,,,,11.27148294253917,,,,,,,,,,,,,,,,,,,,,,,,11.245376361880695,32.79869569659197,18.721034872016215 
 01/02  09:00:00,9.325000000000001,0.0,0.0,,,0.0,,,,11.841354088124376,,,,,,,,,,,,,,,,,,,,,,,,11.566459278226947,201.70511552445203,182.3688509844307 
 01/02  10:00:00,11.287499999999998,0.0,0.0,,,0.0,,,,12.444188587219518,,,,,,,,,,,,,,,,,,,,,,,,12.217399240796658,247.61651797322043,252.93818694019302 
 01/02  11:00:00,13.075,0.625,0.0,,,0.0,,,,13.0137368309435,,,,,,,,,,,,,,,,,,,,,,,,12.832841753566981,233.29896890261313,224.68678709301395 
 01/02  12:00:00,13.9,1.625,0.625,,,0.0,,,,13.505915821606951,,,,,,,,,,,,,,,,,,,,,,,,13.44052316509007,172.28157515068864,194.47708710230395 
 01/02  13:00:00,13.9,2.0,1.0,,,0.0,,,,14.10661744059382,,,,,,,,,,,,,,,,,,,,,,,,13.947918396447264,256.2479489290913,229.29055450832675 
 01/02  14:00:00,13.9,2.0,1.0,,,0.0,,,,14.410258500565597,,,,,,,,,,,,,,,,,,,,,,,,14.471409298922412,75.55632240398926,111.51298462203476 
 01/02  15:00:00,12.837499999999999,2.0,1.0,,,0.0,,,,14.465218653879969,,,,,,,,,,,,,,,,,,,,,,,,14.59781516321989,31.975233987583533,34.66865512236932 
 01/02  16:00:00,12.575,1.375,1.0,,,0.0,,,,14.22610134670579,,,,,,,,,,,,,,,,,,,,,,,,14.531503576570913,-120.33672542314487,-87.61582914165562 
 01/02  17:00:00,11.7375,1.0,0.375,,,0.0,,,,13.418104388262943,,,,,,,,,,,,,,,,,,,,,,,,13.849168738039504,-308.8013214295067,-313.0276848375616 
 01/02  18:00:00,10.7875,2.25,1.25,,,0.0,,,,13.009437800875606,,,,,,,,,,,,,,,,,,,,,,,,13.215902064892685,-165.52825622213368,-175.93168026162166 
 01/02  19:00:00,11.287499999999998,1.125,0.75,,,0.0,,,,12.768516146504513,,,,,,,,,,,,,,,,,,,,,,,,12.882420444220449,-76.57782564574421,-89.28626493888993 
 01/02  20:00:00,11.7,0.0,0.0,,,0.0,,,,12.70520715986089,,,,,,,,,,,,,,,,,,,,,,,,12.760205389991889,-18.06606104125146,-23.9521032132757 
 01/02  21:00:00,10.6375,0.0,0.0,,,0.0,,,,12.586069177137318,,,,,,,,,,,,,,,,,,,,,,,,12.686343502919454,-53.511668163151484,-44.10076635771135 
 01/02  22:00:00,9.3125,0.0,0.0,,,0.0,,,,12.31554122823092,,,,,,,,,,,,,,,,,,,,,,,,12.46821152595978,-104.26266962534856,-99.13301144597983 
 01/02  23:00:00,9.2125,0.0,0.0,,,0.0,,,,12.108072003501333,,,,,,,,,,,,,,,,,,,,,,,,12.220441573058139,-64.75682629365829,-73.51136960668654 
 01/02  24:00:00,9.0875,0.0,0.0,0.0,4.,0.0,,,,11.93986026259185,12.842630465816592,17.872178064470894,1.1651874184548177,6.018128888166204,12.477451602333671,11.651837742287535,1.016583984607984,5.765686468948314,12.339421512596426,9.434849275729762,0.9324240948602158,5.425659465379728,12.485373729918676,11.778489174727492,1.0036689714684615,5.574971494841247,12.588665435756212,12.592499885727335,1.019355621855734,12.473742541808653,9.12968161759599,0.8695733121251346,6.615855394275204,12.057412322894562,-64.85654543725563,-62.06570961296501 
 01/03  01:00:00,9.2125,0.0,0.0,,,0.0,,,,11.909536668060767,,,,,,,,,,,,,,,,,,,,,,,,11.952041497136804,-0.6505175429970702,-12.102990565510762 
 01/03  02:00:00,9.775,0.0,0.0,,,0.0,,,,11.958225331675628,,,,,,,,,,,,,,,,,,,,,,,,11.98115523986609,10.606021265947124,12.437957068152315 
 01/03  03:00:00,11.375,0.0,0.0,,,0.0,,,,11.960935059109435,,,,,,,,,,,,,,,,,,,,,,,,11.995327619294239,-4.2028251122975835,-0.8544031588535264 
 01/03  04:00:00,13.2625,0.0,0.0,,,0.0,,,,12.130040410589322,,,,,,,,,,,,,,,,,,,,,,,,12.04103600195267,48.507677135287764,38.360684947803676 
 01/03  05:00:00,13.212500000000002,0.0,0.0,,,0.0,,,,12.187848093425721,,,,,,,,,,,,,,,,,,,,,,,,12.150667678818726,19.55973481083703,27.116099386752733 
 01/03  06:00:00,12.425,0.0,0.0,,,0.0,,,,12.123897502920222,,,,,,,,,,,,,,,,,,,,,,,,12.155227653395357,-12.217390231845169,-9.52831776663334 
 01/03  07:00:00,11.5125,0.0,0.0,,,0.0,,,,12.028502158307319,,,,,,,,,,,,,,,,,,,,,,,,12.092860286357778,-33.48053976788272,-30.915412112537187 
 01/03  08:00:00,11.1,0.0,0.0,,,0.0,,,,12.060365009337055,,,,,,,,,,,,,,,,,,,,,,,,12.03093851768645,13.210037626992108,-1.256695076310507 
 01/03  09:00:00,11.474999999999998,0.0,0.0,,,0.0,,,,12.524904847995176,,,,,,,,,,,,,,,,,,,,,,,,12.284795476334862,184.30270402554976,160.67382070542598 
 01/03  10:00:00,12.7,0.0,0.0,,,0.0,,,,13.231664277002825,,,,,,,,,,,,,,,,,,,,,,,,12.970889479267367,297.9709069386412,291.806379273434 
 01/03  11:00:00,12.6125,0.0,0.0,,,0.0,,,,13.626546016372679,,,,,,,,,,,,,,,,,,,,,,,,13.608356293910369,128.47687762740955,162.955301949061 
 01/03  12:00:00,13.95,0.625,0.625,,,0.0,,,,13.970938449377673,,,,,,,,,,,,,,,,,,,,,,,,13.882107426881888,142.98407340312468,118.52867633589958 
 01/03  13:00:00,15.375000000000002,2.25,1.625,,,0.0,,,,14.50238490584288,,,,,,,,,,,,,,,,,,,,,,,,14.38995155913205,202.04461272524748,204.78948764127938 
 01/03  14:00:00,15.912500000000001,2.375,1.375,,,0.0,,,,15.096737081178043,,,,,,,,,,,,,,,,,,,,,,,,14.992457271716365,224.8732220734736,227.19648344336076 
 01/03  15:00:00,16.1,1.375,1.0,,,0.0,,,,15.182470235604697,,,,,,,,,,,,,,,,,,,,,,,,15.336136333526492,5.715838188786613,37.31750408613667 
 01/03  16:00:00,14.725,1.625,1.0,,,0.0,,,,14.780786721004652,,,,,,,,,,,,,,,,,,,,,,,,15.125250223497762,-170.19456764016522,-142.7753975009953 
 01/03  17:00:00,13.9,2.0,1.625,,,0.0,,,,13.959783448520886,,,,,,,,,,,,,,,,,,,,,,,,14.383585615490578,-312.20362240208686,-318.7199559843267 
 01/03  18:00:00,13.212500000000002,1.375,1.375,,,0.0,,,,13.682552108302582,,,,,,,,,,,,,,,,,,,,,,,,13.808656075051502,-99.78921251025898,-125.17680917994785 
 01/03  19:00:00,12.425,1.0,1.0,,,0.0,,,,13.540219726840789,,,,,,,,,,,,,,,,,,,,,,,,13.63701039240791,-57.36043480478709,-54.04957183123278 
 01/03  20:00:00,11.2,2.875,1.625,,,0.0,,,,13.290687866923307,,,,,,,,,,,,,,,,,,,,,,,,13.433867429245915,-97.11576434860594,-91.2725602776608 
 01/03  21:00:00,10.225,4.625,2.0,,,0.0,,,,13.137978172438041,,,,,,,,,,,,,,,,,,,,,,,,13.221865070828253,-43.29850123225866,-54.53417563369982 
 01/03  22:00:00,9.3125,5.0,2.0,,,0.0,,,,12.932798892957035,,,,,,,,,,,,,,,,,,,,,,,,13.073829922850008,-88.73336145403567,-76.56670436338788 
 01/03  23:00:00,8.9,4.375,2.0,,,0.0,,,,12.807400299400713,,,,,,,,,,,,,,,,,,,,,,,,12.880753800542621,-30.50243403175206,-44.61936502327184 
 01/03  24:00:00,8.9,2.75,1.375,0.0,5.,0.0,,,,12.760689594046724,13.527356675852658,19.885663386092215,1.0364321511133257,7.81186423528426,13.203073929306498,14.317678402910872,0.8976487121552972,8.96435063349797,13.071941731426783,12.191100962402842,0.8033022962363882,9.014186912534235,13.191091997599328,14.136330766912847,0.8686274054837811,7.728809099235117,13.021624668649116,13.014547123758037,0.8671397221536129,13.13205508139319,12.713180217137955,0.7366974115621167,10.412408205106312,12.827130358595284,-22.279147425594665,-19.577928149888674 
 01/04  01:00:00,8.525000000000002,3.25,2.875,,,0.0,,,,12.564632994714957,,,,,,,,,,,,,,,,,,,,,,,,12.702687661043296,-85.84462588862483,-72.76592913396969 
 01/04  02:00:00,7.987500000000001,2.75,2.125,,,0.0,,,,12.27298290171874,,,,,,,,,,,,,,,,,,,,,,,,12.422567705672586,-101.63801028224609,-106.44721838212317 
 01/04  03:00:00,8.1125,2.625,1.625,,,0.0,,,,12.19444982524967,,,,,,,,,,,,,,,,,,,,,,,,12.254374706770578,-13.81328653285039,-27.133084689303715 
 01/04  04:00:00,6.924999999999999,2.375,1.375,,,0.0,,,,11.949544050397657,,,,,,,,,,,,,,,,,,,,,,,,12.127936337472295,-119.65618071945576,-94.99706643278537 
 01/04  05:00:00,5.0375,2.0,1.0,,,0.0,,,,11.620890364677784,,,,,,,,,,,,,,,,,,,,,,,,11.777017002101763,-104.62362280097634,-117.65490103751452 
 01/04  06:00:00,5.4624999999999995,2.0,1.0,,,0.0,,,,11.419066800399738,,,,,,,,,,,,,,,,,,,,,,,,11.550110781267561,-71.14217612372846,-73.35398923502464 
 01/04  07:00:00,5.4125,2.0,1.0,,,0.0,,,,11.191502264325797,,,,,,,,,,,,,,,,,,,,,,,,11.343615795315726,-90.38686042223053,-85.69539399292836 
 01/04  08:00:00,6.062499999999999,1.375,1.0,,,0.0,,,,11.285763079595903,,,,,,,,,,,,,,,,,,,,,,,,11.23362517732161,73.19984671400381,32.7501690625823 
 01/04  09:00:00,7.7,2.25,1.625,,,0.0,,,,11.820176146512262,,,,,,,,,,,,,,,,,,,,,,,,11.628499026683777,141.70303003069748,159.50021826491786 
 01/04  10:00:00,8.675,4.875,2.625,,,0.0,,,,12.004790328713542,,,,,,,,,,,,,,,,,,,,,,,,11.880752445377027,69.6858241550932,68.45899680909525 
