Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 06/27  11:00:00,17.8875,6.375,6.375,,,0.0,,,,19.361549852551207,,,,,,,,,,,,,,,,,,,,,,,,19.27762349529003,89.39324402987555,84.00051546769392 
 06/27  12:00:00,18.675,5.375,5.375,,,0.0,,,,19.723572561302227,,,,,,,,,,,,,,,,,,,,,,,,19.58811279537819,124.70979130673282,123.87422372289436 
 06/27  13:00:00,19.5875,3.75,3.75,,,0.0,,,,20.094130445258966,,,,,,,,,,,,,,,,,,,,,,,,19.938821134511592,141.66145630753334,134.39342150678243 
 06/27  14:00:00,20.0,2.375,2.375,,,0.0,,,,20.39144450014944,,,,,,,,,,,,,,,,,,,,,,,,20.313711382331533,98.04457245251342,112.73877016504889 
 06/27  15:00:00,20.0,2.625,2.625,,,0.0,,,,20.576379641651144,,,,,,,,,,,,,,,,,,,,,,,,20.538511294394507,71.7009072673407,72.67956387925125 
 06/27  16:00:00,20.0,2.375,2.375,,,0.0,,,,20.655693691966746,,,,,,,,,,,,,,,,,,,,,,,,20.680078311444532,35.856479824355546,37.22303089808831 
 06/27  17:00:00,18.9375,2.625,2.625,,,0.0,,,,20.61380854046368,,,,,,,,,,,,,,,,,,,,,,,,20.74137804034655,-8.977139744856476,2.9581740222191186 
 06/27  18:00:00,17.9875,2.375,2.375,,,0.0,,,,20.427574475024734,,,,,,,,,,,,,,,,,,,,,,,,20.618125885703247,-65.19824997681224,-63.18501136793998 
 06/27  19:00:00,16.05,2.625,2.625,,,0.0,,,,20.086003043521657,,,,,,,,,,,,,,,,,,,,,,,,20.340500384926344,-148.24490460524817,-133.04337073259995 
 06/27  20:00:00,13.9375,2.375,2.375,,,0.0,,,,19.52940440957857,,,,,,,,,,,,,,,,,,,,,,,,19.793205501969112,-215.9156669579605,-219.29948512406196 
 06/27  21:00:00,12.9875,2.625,2.625,,,0.0,,,,19.211472087115535,,,,,,,,,,,,,,,,,,,,,,,,19.353272354123757,-99.81474282420214,-111.25657472829033 
 06/27  22:00:00,12.1125,2.375,2.375,,,0.0,,,,18.982664253363325,,,,,,,,,,,,,,,,,,,,,,,,19.1146746825802,-82.03663294513679,-81.59037460116127 
 06/27  23:00:00,11.325,5.75,5.75,,,0.0,,,,18.804286803475122,,,,,,,,,,,,,,,,,,,,,,,,18.914463201806253,-59.903320879867216,-63.35060054539912 
 06/27  24:00:00,11.787499999999998,6.125,6.125,0.0,5.,0.0,,,,18.680239336821142,18.958300452118852,20.25228292393521,0.9758741044837435,9.231706008948494,19.011830239925263,21.191417384288428,0.9962212651868364,8.661981660246402,18.88664360613826,18.985124778147156,0.8743126307838923,9.684461139371535,19.1142747272533,22.875394187195408,1.0257778184893325,9.735916051108184,18.623604035644213,18.606792499984582,0.85113432022778,19.03771694347147,25.777048366625255,0.7413515723998031,11.456583941340783,18.772330647069957,-42.64737451543162,-44.84447341239008 
 06/28  01:00:00,12.2,5.0,5.0,,,0.0,,,,18.54967148813362,,,,,,,,,,,,,,,,,,,,,,,,18.64956725762609,-50.07352382190601,-47.95285588820851 
 06/28  02:00:00,12.2,3.75,3.75,,,0.0,,,,18.400015028359615,,,,,,,,,,,,,,,,,,,,,,,,18.502749951098952,-54.152333677948505,-54.20422413864325 
 06/28  03:00:00,11.8875,2.375,2.375,,,0.0,,,,18.228767000977292,,,,,,,,,,,,,,,,,,,,,,,,18.342099385180063,-63.52937771773665,-61.823519414406235 
 06/28  04:00:00,12.0125,5.75,5.75,,,0.0,,,,18.109351189697286,,,,,,,,,,,,,,,,,,,,,,,,18.192481665300523,-37.464970063586094,-42.84172500037619 
 06/28  05:00:00,12.2,9.25,9.25,,,0.0,,,,18.066710664745163,,,,,,,,,,,,,,,,,,,,,,,,18.1124921852751,-10.141078187652901,-19.028716938085818 
 06/28  06:00:00,12.575,6.875,6.875,,,0.0,,,,18.392204895594755,,,,,,,,,,,,,,,,,,,,,,,,18.237402901979234,109.80598597388786,92.8423400015499 
 06/28  07:00:00,13.4875,3.125,3.125,,,0.0,,,,19.154350939901445,,,,,,,,,,,,,,,,,,,,,,,,18.82286710893576,311.6606356262194,288.8482545329101 
 06/28  08:00:00,15.275,0.75,0.75,,,0.0,,,,20.044719719752766,,,,,,,,,,,,,,,,,,,,,,,,19.7814763613585,342.98121583267243,350.32177364664574 
 06/28  09:00:00,16.474999999999998,0.0,0.0,,,0.0,,,,20.74405191643579,,,,,,,,,,,,,,,,,,,,,,,,20.58507769512667,244.35310001082198,251.89782085664552 
 06/28  10:00:00,17.0125,0.0,0.0,,,0.0,,,,21.171535328371338,,,,,,,,,,,,,,,,,,,,,,,,21.128268511164357,116.24048970338556,141.97164579227214 
 06/28  11:00:00,18.262499999999996,0.0,0.0,,,0.0,,,,21.44902262211941,,,,,,,,,,,,,,,,,,,,,,,,21.368420219219573,95.13786294796913,85.49909995380077 
 06/28  12:00:00,20.65,0.0,0.0,,,0.0,,,,21.826456538603573,,,,,,,,,,,,,,,,,,,,,,,,21.687972555343535,130.91650561326935,127.46840565418279 
 06/28  13:00:00,23.074999999999996,0.0,0.0,,,0.0,,,,22.05579411237615,,,,,,,,,,,,,,,,,,,,,,,,21.984273164998193,78.17973790102917,85.15577973841219 
 06/28  14:00:00,23.525,0.0,0.0,,,0.0,,,,22.152846814521215,,,,,,,,,,,,,,,,,,,,,,,,22.153533350633456,29.85692802837996,40.3635941151064 
 06/28  15:00:00,21.925000000000004,0.0,0.0,,,0.0,,,,22.11879032494005,,,,,,,,,,,,,,,,,,,,,,,,22.170953631144624,-8.706787063314406,-6.991252009830616 
 06/28  16:00:00,20.7875,0.0,0.0,,,0.0,,,,22.08490526831444,,,,,,,,,,,,,,,,,,,,,,,,22.148766450366196,-1.0169537381348848,-3.754316049385476 
 06/28  17:00:00,20.6,0.0,0.0,,,0.0,,,,22.089839341686382,,,,,,,,,,,,,,,,,,,,,,,,22.162158803280644,8.829856765542807,8.206982058627924 
 06/28  18:00:00,19.85,0.0,0.0,,,0.0,,,,22.050405405486355,,,,,,,,,,,,,,,,,,,,,,,,22.169577852850026,-15.838212205368809,-8.65614064026224 
 06/28  19:00:00,19.0875,0.0,0.0,,,0.0,,,,21.86744056328495,,,,,,,,,,,,,,,,,,,,,,,,22.038271554960374,-79.67586725155279,-70.9821732261354 
 06/28  20:00:00,17.15,0.0,0.0,,,0.0,,,,21.352865629544382,,,,,,,,,,,,,,,,,,,,,,,,21.626187635029495,-205.81399734471626,-195.9780573961923 
 06/28  21:00:00,15.0375,0.0,0.0,,,0.0,,,,20.987579474949236,,,,,,,,,,,,,,,,,,,,,,,,21.147236991374562,-120.33511733860232,-132.9383576552869 
 06/28  22:00:00,14.4,0.0,0.0,,,0.0,,,,20.74798356554376,,,,,,,,,,,,,,,,,,,,,,,,20.875541705129123,-80.55171636383622,-83.57795597101058 
 06/28  23:00:00,14.0875,0.0,0.0,,,0.0,,,,20.557049133347196,,,,,,,,,,,,,,,,,,,,,,,,20.67279991086771,-65.8966228324577,-67.52156262224432 
 06/28  24:00:00,13.9,0.0,0.0,0.0,6.,0.0,,,,20.3661944292801,20.517819138892254,20.679284766803317,0.9642402580377684,12.096074146075233,20.83031896941468,26.327258696743474,1.0765864738079813,10.39718279417559,20.48699691214011,20.041828225571567,0.8763453328626003,11.735960269360731,20.623003025723644,22.390247941179258,0.9992796152109332,12.611348397811257,20.247576781234194,20.22969382422587,0.901529063920735,20.6907886577101,28.42357716924772,0.7507396074667064,14.909684395789556,20.488559061417433,-70.02324381043866,-68.260052740006 
 06/29  01:00:00,13.525000000000002,0.0,0.0,,,0.0,,,,20.155123349905065,,,,,,,,,,,,,,,,,,,,,,,,20.282986532581305,-75.14055600711485,-75.22444740686356 
 06/29  02:00:00,13.675,0.0,0.0,,,0.0,,,,19.967393103761218,,,,,,,,,,,,,,,,,,,,,,,,20.08549701629353,-64.67338308499356,-66.4236966287979 
 06/29  03:00:00,13.9,0.0,0.0,,,0.0,,,,19.718553388587303,,,,,,,,,,,,,,,,,,,,,,,,19.87226281496354,-97.3472443487535,-90.67893968755163 
 06/29  04:00:00,13.525000000000002,0.0,0.0,,,0.0,,,,19.443319401189587,,,,,,,,,,,,,,,,,,,,,,,,19.592956875324774,-93.23380241262532,-96.62260342749016 
 06/29  05:00:00,13.3,0.0,0.0,,,0.0,,,,19.286219147382194,,,,,,,,,,,,,,,,,,,,,,,,19.379988364837573,-40.55032497266998,-55.13359517544445 
 06/29  06:00:00,13.9875,0.0,0.0,,,0.0,,,,19.50696713072705,,,,,,,,,,,,,,,,,,,,,,,,19.43723695934667,80.70063301468495,67.62750961275614 
 06/29  07:00:00,16.837500000000002,0.0,0.0,,,0.0,,,,20.380705332744483,,,,,,,,,,,,,,,,,,,,,,,,19.949949076448505,316.9100456089931,277.87928880620416 
 06/29  08:00:00,18.9875,0.0,0.0,,,0.0,,,,21.182768929744192,,,,,,,,,,,,,,,,,,,,,,,,20.925486675566614,297.06035251760323,327.3101269832537 
 06/29  09:00:00,19.775,0.0,0.0,,,0.0,,,,21.68077335636655,,,,,,,,,,,,,,,,,,,,,,,,21.549026379306092,176.8455992109462,180.95977811974544 
 06/29  10:00:00,22.062499999999996,0.0,0.0,,,0.0,,,,22.41907480526345,,,,,,,,,,,,,,,,,,,,,,,,22.16201882750831,286.3421377965289,265.2515546832262 
 06/29  11:00:00,25.425,0.0,0.0,,,0.0,,,,23.27158235918846,,,,,,,,,,,,,,,,,,,,,,,,23.023762300751113,301.3373605828243,306.7304634385059 
 06/29  12:00:00,27.3875,0.0,0.0,,,0.0,,,,23.68406604588965,,,,,,,,,,,,,,,,,,,,,,,,23.629334177757944,102.92409456361432,134.5600811361452 
 06/29  13:00:00,28.487499999999997,0.625,0.0,,,0.0,,,,23.752898550624238,,,,,,,,,,,,,,,,,,,,,,,,23.76329741186659,25.28116912830732,24.713591232905358 
 06/29  14:00:00,27.8375,1.0,0.0,,,0.0,,,,23.842223693544543,,,,,,,,,,,,,,,,,,,,,,,,23.849219005840702,34.10945347241588,33.61261789027049 
 06/29  15:00:00,26.512500000000003,1.0,0.0,,,0.0,,,,23.92993285695062,,,,,,,,,,,,,,,,,,,,,,,,23.949641400006485,26.60471520151905,31.5707862636251 
 06/29  16:00:00,25.4125,0.375,0.0,,,0.0,,,,23.915606310870466,,,,,,,,,,,,,,,,,,,,,,,,23.974641633374638,-4.3665918070782785,-2.601035419289071 
 06/29  17:00:00,24.625,0.0,0.0,,,0.0,,,,23.863032749264462,,,,,,,,,,,,,,,,,,,,,,,,23.946581234901583,-15.755245572074639,-13.719445651766303 
 06/29  18:00:00,23.7125,0.0,0.0,,,0.0,,,,23.70424883289035,,,,,,,,,,,,,,,,,,,,,,,,23.85239513527283,-53.47057575012774,-48.2790390178414 
 06/29  19:00:00,21.612500000000004,0.0,0.0,,,0.0,,,,23.377527129931153,,,,,,,,,,,,,,,,,,,,,,,,23.604040489157903,-124.08015922316031,-114.9775388019101 
 06/29  20:00:00,18.474999999999998,0.625,0.0,,,0.0,,,,22.93040645815395,,,,,,,,,,,,,,,,,,,,,,,,23.158061654104056,-178.29063921895198,-176.47221161644765 
 06/29  21:00:00,16.5125,1.0,0.0,,,0.0,,,,22.602003511038415,,,,,,,,,,,,,,,,,,,,,,,,22.74870240079011,-105.80368927796312,-115.06564763638019 
 06/29  22:00:00,15.787500000000001,0.375,0.0,,,0.0,,,,22.372873636589095,,,,,,,,,,,,,,,,,,,,,,,,22.49818946660475,-77.6696930333266,-79.50932691900718 
 06/29  23:00:00,14.85,0.0,0.0,,,0.0,,,,22.135318585993222,,,,,,,,,,,,,,,,,,,,,,,,22.273479110157563,-86.3549410301795,-83.96059192032969 
 06/29  24:00:00,14.4,0.0,0.0,0.0,7.,0.0,,,,21.908300352599117,22.11098462689563,23.52476254413773,1.0385205858064428,10.252133514481805,22.305286660648463,27.036737910794283,1.1102917584418792,9.291672757879525,22.048923764145837,22.339881257114413,0.9920709423587315,10.98606052309193,22.139806209912702,23.93004912280274,1.0652294117921661,11.468223404003707,21.787603847914927,21.771021759445706,0.9497218476602248,22.16835164283079,28.098116742319913,0.7973206436461022,13.310062263004497,22.037372266974288,-76.4477093325169,-79.09660264055805 
 06/30  01:00:00,14.4,0.0,0.0,,,0.0,,,,21.669535590462214,,,,,,,,,,,,,,,,,,,,,,,,21.814842059195872,-88.80038969966964,-84.88931928228041 
 06/30  02:00:00,14.4,0.0,0.0,,,0.0,,,,21.448444393288234,,,,,,,,,,,,,,,,,,,,,,,,21.575344296838622,-71.38362690400906,-76.74959388748624 
 06/30  03:00:00,14.0875,0.0,0.0,,,0.0,,,,21.246683860670217,,,,,,,,,,,,,,,,,,,,,,,,21.379399571020844,-74.5968825451005,-72.18447814386616 
 06/30  04:00:00,14.2125,0.0,0.0,,,0.0,,,,21.061784882990924,,,,,,,,,,,,,,,,,,,,,,,,21.18037365537328,-62.08774360524247,-65.11104778147579 
 06/30  05:00:00,14.775,0.0,0.0,,,0.0,,,,20.856204298927437,,,,,,,,,,,,,,,,,,,,,,,,20.98785601930285,-75.84560159531782,-75.2334530660216 
 06/30  06:00:00,15.375000000000002,0.0,0.0,,,0.0,,,,21.352959796201837,,,,,,,,,,,,,,,,,,,,,,,,21.146032626450918,185.97049524494867,154.2789418740899 
 06/30  07:00:00,17.975,0.0,0.0,,,0.0,,,,22.269188931845967,,,,,,,,,,,,,,,,,,,,,,,,21.874869343148035,367.89296311809073,336.1469843971605 
 06/30  08:00:00,20.15,0.0,0.0,,,0.0,,,,22.910100775769273,,,,,,,,,,,,,,,,,,,,,,,,22.806028119375544,208.82340342425715,253.28543857909443 
 06/30  09:00:00,20.9125,0.0,0.0,,,0.0,,,,23.228413889989213,,,,,,,,,,,,,,,,,,,,,,,,23.183462573824364,108.47880249651212,104.66708763650743 
 06/30  10:00:00,22.1625,0.0,0.0,,,0.0,,,,23.790145841788835,,,,,,,,,,,,,,,,,,,,,,,,23.605840550436497,204.68649638708368,188.9048661939682 
 06/30  11:00:00,24.175,0.0,0.0,,,0.0,,,,24.435487145115655,,,,,,,,,,,,,,,,,,,,,,,,24.235753086277516,220.70434895334577,224.28434648927973 
 06/30  12:00:00,26.749999999999996,0.0,0.0,,,0.0,,,,25.02531728348669,,,,,,,,,,,,,,,,,,,,,,,,24.83673589088258,201.05164039576832,203.5914476874985 
 06/30  13:00:00,30.55,0.0,0.0,,,0.0,,,,25.46746006123073,,,,,,,,,,,,,,,,,,,,,,,,25.330107524429657,158.1269955953937,159.4030202747047 
 06/30  14:00:00,32.575,0.0,0.0,,,0.0,,,,25.838363649476754,,,,,,,,,,,,,,,,,,,,,,,,25.76122145526121,125.51507177626625,135.3191265398361 
 06/30  15:00:00,31.049999999999997,0.0,0.0,,,0.0,,,,25.940271447351783,,,,,,,,,,,,,,,,,,,,,,,,25.983470645619388,23.878517306806867,38.344152112964885 
 06/30  16:00:00,28.937499999999996,0.0,0.0,,,0.0,,,,25.87803759654571,,,,,,,,,,,,,,,,,,,,,,,,25.971541806207693,-19.559152021840493,-17.97386527515066 
 06/30  17:00:00,26.925000000000004,0.0,0.0,,,0.0,,,,25.752904216470988,,,,,,,,,,,,,,,,,,,,,,,,25.88991486422924,-36.30630807966173,-34.51354788920434 
 06/30  18:00:00,25.7875,0.0,0.0,,,0.0,,,,25.655644643086166,,,,,,,,,,,,,,,,,,,,,,,,25.78873294940494,-31.220891822506363,-32.59658132690013 
 06/30  19:00:00,25.225,0.0,0.0,,,0.0,,,,25.509997976302987,,,,,,,,,,,,,,,,,,,,,,,,25.66920178461012,-63.357299616917125,-55.974512681311026 
 06/30  20:00:00,21.5,0.625,0.0,,,0.0,,,,24.969118816438275,,,,,,,,,,,,,,,,,,,,,,,,25.27663783393918,-220.48259088518515,-200.25413568817248 
 06/30  21:00:00,18.712500000000002,1.0,0.0,,,0.0,,,,24.56247840199402,,,,,,,,,,,,,,,,,,,,,,,,24.726230427520207,-128.71383281652794,-149.52346420890086 
 06/30  22:00:00,17.675,0.375,0.0,,,0.0,,,,24.306795652244894,,,,,,,,,,,,,,,,,,,,,,,,24.44068886412579,-86.53697728162024,-87.33466552434014 
 06/30  23:00:00,16.6125,0.0,0.0,,,0.0,,,,24.05931990195337,,,,,,,,,,,,,,,,,,,,,,,,24.197777707283876,-87.16512798631973,-86.38469192344925 
 06/30  24:00:00,15.575,0.0,0.0,0.0,1.,0.0,912384000.0,-912384000.0,0.0,23.799629600775347,23.853544511729172,25.21107716181713,1.0154779488319332,8.990541021869108,24.1171462257193,29.976027685849733,1.1400079977373598,9.236218979307559,23.79409275785102,24.00747410234398,0.9695394053133723,10.991061046674561,23.921583013360124,26.332856809255475,1.061157514924296,10.803978071907373,23.49196256922369,23.472020235248156,0.9470127033867892,23.940032632099435,31.08899894455081,0.7907642255995624,12.664895872546397,23.944148617246142,-90.9018053415115,-90.57320742124122 
 07/01  01:00:00,14.575,0.0,0.0,,,0.0,,,,23.528726910348727,,,,,,,,,,,,,,,,,,,,,,,,23.679980961306924,-95.35872395646868,-94.89340249828166 
 07/01  02:00:00,13.575,0.0,0.0,,,0.0,,,,23.243194753027307,,,,,,,,,,,,,,,,,,,,,,,,23.40241572882867,-101.20397418563775,-100.4396397623342 
 07/01  03:00:00,12.5125,0.0,0.0,,,0.0,,,,22.937855878591474,,,,,,,,,,,,,,,,,,,,,,,,23.106642749921868,-108.8418971088755,-107.77086405962343 
 07/01  04:00:00,11.475,0.0,0.0,,,0.0,,,,22.61933737557161,,,,,,,,,,,,,,,,,,,,,,,,22.79351159074675,-112.20614993515687,-112.09425427577409 
 07/01  05:00:00,11.537500000000001,0.0,0.0,,,0.0,,,,22.371157373128494,,,,,,,,,,,,,,,,,,,,,,,,22.51257818970724,-77.55541853704936,-85.36283129795939 
 07/01  06:00:00,12.3,0.0,0.0,,,0.0,,,,22.45265232038198,,,,,,,,,,,,,,,,,,,,,,,,22.45370537556953,42.94050587208156,25.709188677761816 
 07/01  07:00:00,13.037500000000001,0.0,0.0,,,0.0,,,,22.865147741513667,,,,,,,,,,,,,,,,,,,,,,,,22.716283929437253,130.04661595844215,124.12863655142303 
 07/01  08:00:00,14.3625,0.0,0.0,,,0.0,,,,23.27074118895083,,,,,,,,,,,,,,,,,,,,,,,,23.10791315567051,147.24565949807936,145.0330302680664 
 07/01  09:00:00,16.0,0.0,0.0,,,0.0,,,,23.624091294117235,,,,,,,,,,,,,,,,,,,,,,,,23.513881836501984,135.8243967680466,138.33872568737388 
 07/01  10:00:00,17.6625,0.0,0.0,,,0.0,,,,23.979847207219514,,,,,,,,,,,,,,,,,,,,,,,,23.878275786129223,119.13922135056072,122.10854425327211 
 07/01  11:00:00,18.175000000000004,0.0,0.0,,,0.0,,,,24.18996497407301,,,,,,,,,,,,,,,,,,,,,,,,24.14583097047243,64.07088166961212,72.61455229234485 
 07/01  12:00:00,18.0375,0.0,0.0,,,0.0,,,,24.25172406544651,,,,,,,,,,,,,,,,,,,,,,,,24.252217826026047,15.266501534525993,19.95944991262894 
 07/01  13:00:00,17.875,0.0,0.0,,,0.0,,,,24.2890816695757,,,,,,,,,,,,,,,,,,,,,,,,24.27756672738026,16.38394082340122,12.082436949491925 
 07/01  14:00:00,17.8,0.0,0.0,,,0.0,,,,24.38271245599145,,,,,,,,,,,,,,,,,,,,,,,,24.355705310636463,29.321655442531554,30.80485292327726 
 07/01  15:00:00,17.8,0.0,0.0,,,0.0,,,,24.38592890857915,,,,,,,,,,,,,,,,,,,,,,,,24.40829056868167,4.7187877509179055,8.600026493861527 
 07/01  16:00:00,17.8,0.0,0.0,,,0.0,,,,24.291076158128327,,,,,,,,,,,,,,,,,,,,,,,,24.37903244081941,-25.989235166903562,-21.93633701237537 
 07/01  17:00:00,16.9875,0.0,0.0,,,0.0,,,,24.095998256532482,,,,,,,,,,,,,,,,,,,,,,,,24.2424544325772,-74.72395386155438,-67.10822047850837 
 07/01  18:00:00,15.6875,0.0,0.0,,,0.0,,,,23.78774103390384,,,,,,,,,,,,,,,,,,,,,,,,23.95072959425838,-126.02966728339197,-121.67701857451117 
 07/01  19:00:00,14.3875,0.0,0.0,,,0.0,,,,23.377380444658797,,,,,,,,,,,,,,,,,,,,,,,,23.56267481676838,-143.6844737517048,-143.00680396053318 
 07/01  20:00:00,13.65,0.0,0.0,,,0.0,,,,22.989168439457227,,,,,,,,,,,,,,,,,,,,,,,,23.16444674997979,-129.5615260198474,-134.23843436495176 
 07/01  21:00:00,13.3125,0.0,0.0,,,0.0,,,,22.720798217788598,,,,,,,,,,,,,,,,,,,,,,,,22.863566167695552,-88.10531318634254,-91.05957681920731 
 07/01  22:00:00,12.95,0.0,0.0,,,0.0,,,,22.477412634294883,,,,,,,,,,,,,,,,,,,,,,,,22.621466015863838,-86.58651416370162,-86.01148302244695 
 07/01  23:00:00,12.8,0.0,0.0,,,0.0,,,,22.24923166793075,,,,,,,,,,,,,,,,,,,,,,,,22.38586504860489,-78.47276888984305,-80.15404406584038 
 07/01  24:00:00,12.8,0.0,0.0,0.0,2.,0.0,,,,22.03888561468696,23.094214150938694,18.507629221817698,1.0215577917132739,12.78785307204221,23.279033472822864,21.784591133929002,1.087736651949539,12.793471101362101,22.993234504192674,16.867351306711946,0.9154346984899974,17.514835664750724,23.126468240285703,19.07284419941514,0.9704295747678255,17.417165299402402,23.611327989314915,23.629002888845765,0.957597785538896,23.363434444732913,22.103658293801256,0.7914840020044517,19.987533673898657,22.172223729604237,-74.46219804046062,-74.59468976442899 
 07/02  01:00:00,12.8,0.0,0.0,,,0.0,,,,21.832034630893148,,,,,,,,,,,,,,,,,,,,,,,,21.964090246716403,-73.49786857848919,-73.60652446887073 
 07/02  02:00:00,12.675,0.0,0.0,,,0.0,,,,21.621574781459458,,,,,,,,,,,,,,,,,,,,,,,,21.755264045346063,-75.3836221225067,-75.02989544402477 
 07/02  03:00:00,12.475,0.0,0.0,,,0.0,,,,21.407110064453686,,,,,,,,,,,,,,,,,,,,,,,,21.541537257263307,-76.33839264455442,-76.32213249202411 
 07/02  04:00:00,12.274999999999999,0.0,0.0,,,0.0,,,,21.19034063769523,,,,,,,,,,,,,,,,,,,,,,,,21.325808147283862,-77.28856474312349,-77.16089329725737 
 07/02  05:00:00,12.6375,0.0,0.0,,,0.0,,,,21.01720391215104,,,,,,,,,,,,,,,,,,,,,,,,21.129488717617125,-56.074662365818426,-61.14529724470313 
 07/02  06:00:00,13.399999999999999,0.0,0.0,,,0.0,,,,21.174094344382237,,,,,,,,,,,,,,,,,,,,,,,,21.12732325836864,63.10407692164438,45.170480053970465 
 07/02  07:00:00,14.1375,0.0,0.0,,,0.0,,,,21.590800205309854,,,,,,,,,,,,,,,,,,,,,,,,21.422358072111734,138.1788422292572,132.85422761438815 
 07/02  08:00:00,15.3375,0.0,0.0,,,0.0,,,,22.032808645563954,,,,,,,,,,,,,,,,,,,,,,,,21.865215413159525,173.98026289873695,170.31353026710923 
 07/02  09:00:00,16.8375,0.0,0.0,,,0.0,,,,22.4947389422534,,,,,,,,,,,,,,,,,,,,,,,,22.353909873006955,171.0267727013054,171.3903192016857 
 07/02  10:00:00,18.3375,0.0,0.0,,,0.0,,,,23.003044359250858,,,,,,,,,,,,,,,,,,,,,,,,22.842772964612763,172.93152177982677,173.81152766297276 
 07/02  11:00:00,19.150000000000002,0.0,0.0,,,0.0,,,,23.310593196168274,,,,,,,,,,,,,,,,,,,,,,,,23.236785495987263,93.32759722493246,107.04644546006469 
 07/02  12:00:00,19.487500000000004,0.0,0.0,,,0.0,,,,23.40701149673551,,,,,,,,,,,,,,,,,,,,,,,,23.395413234713956,26.453720703870818,32.38105512160369 
 07/02  13:00:00,19.85,0.0,0.0,,,0.0,,,,23.48987482958048,,,,,,,,,,,,,,,,,,,,,,,,23.452186646909887,32.01142208083451,25.746265481463688 
 07/02  14:00:00,19.5625,0.0,0.0,,,0.0,,,,23.629404437147972,,,,,,,,,,,,,,,,,,,,,,,,23.584564400503865,48.36009095473021,50.69331018345406 
 07/02  15:00:00,18.8,0.0,0.0,,,0.0,,,,23.660113369655576,,,,,,,,,,,,,,,,,,,,,,,,23.68139047335733,16.204635575186565,21.236955460783705 
 07/02  16:00:00,18.0625,0.0,0.0,,,0.0,,,,23.57121964946282,,,,,,,,,,,,,,,,,,,,,,,,23.673003890500137,-23.0643363398953,-17.76663870973086 
 07/02  17:00:00,16.9875,0.625,0.625,,,0.0,,,,23.418187396561002,,,,,,,,,,,,,,,,,,,,,,,,23.5636953194958,-51.615677784333016,-48.739039830157694 
 07/02  18:00:00,15.6875,1.625,1.625,,,0.0,,,,23.16522608992549,,,,,,,,,,,,,,,,,,,,,,,,23.345600884578456,-110.72077900017635,-100.93973895596358 
 07/02  19:00:00,14.3875,2.625,2.625,,,0.0,,,,22.74387649146064,,,,,,,,,,,,,,,,,,,,,,,,22.942487330584388,-160.96317504107492,-159.38585101436612 
 07/02  20:00:00,13.65,2.375,2.375,,,0.0,,,,22.289326686695752,,,,,,,,,,,,,,,,,,,,,,,,22.483780779560615,-152.5731439449309,-157.75522132129282 
 07/02  21:00:00,13.3125,2.0,2.0,,,0.0,,,,22.009768348666803,,,,,,,,,,,,,,,,,,,,,,,,22.152066934228248,-89.34793354858597,-93.93771421875925 
