1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244
37,0.556,2010,female,82,65+,W Midlands,west midlands,marrried or couple,yes,3,post family,0,no,no,no,no,no,no formal qualifications,retired,D,yes,retired,refused,refused,don't know,don't know,don't know,,no,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,0,not applicable,,0,no,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,not applicable,not applicable,,not applicable,0,not applicable,not applicable,not applicable,not applicable,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,not applicable,refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,refused,,no - definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,no,,,,,,,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,2.209,2010,female,29,25-34,South West,south west,marrried or couple,yes,3,family,1,yes,yes,no,no,no,vocational qualifications (=nvq1+2),in paid employ,C2,yes,in paid employ,"£17,500-£24,999",21250,<£200,100,down >£100,-150,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£60,000-£69,999",112500,,yes,fixed,"£50,000-£59,999",55000,"£30,000-£59,999",2.588235378,45.83333206,,£200-£249,225,0.127058819,2.25,0.1-0.2,>0.5,,,,,,,more or less the same,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,yes,not applicable,"keeping up, constant struggle",no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,yes,no,yes,not applicable,£25-£49,37.5,no - not particularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<£500,250,no,not at all concerned,no,yes,no,yes,no,no,no,increased,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,0.921,2010,male,19,18-24,Wales,wales,never married,no,2,single,0,no,no,no,no,no,gcse/o-level/cse,in paid employ,D,no,in paid employ,not applicable,not applicable,don't know,don't know,down >£100,-150,no,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,0,not applicable,,0,no,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,not applicable,not applicable,,not applicable,0,not applicable,not applicable,not applicable,not applicable,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,£50-£99,75,no - not particularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<£500,250,no,,,,,,,,,,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,0.281,2010,female,85,65+,Wales,wales,widowed/divorced/separated,no,1,post family,0,no,no,no,no,no,no formal qualifications,retired,C1,yes,retired,"£6,500-£7,499",7000,£500-£599,550,no change,0,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,,0,no,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,£100-£149,125,no - definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£7,000 - £7,999",7500,no,,,,,,,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,1.338,2010,male,71,65+,South East,south east,widowed/divorced/separated,yes,1,post family,0,no,no,no,no,no,bachelor degree or equivalent (=nvq4),retired,B,yes,retired,"£11,500-£13,499",12500,<£200,100,down >£100,-150,yes,<£200,100,"<£1,000",0.008,0.083333336,<0.25,<0.25,<£10,5,0.0048,,1,no,no,no,no,no,no,yes,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,no,"keeping up, constant struggle",yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,,,no,no,no,not applicable,none,0,no - definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£30,000 - £34,999",32500,no,somewhat concerned,no,no,no,no,no,yes,no,stayed the same,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,0.54,2010,female,72,65+,North West,north west,widowed/divorced/separated,yes,1,post family,0,no,no,no,no,no,gcse/o-level/cse,retired,C1,yes,retired,refused,refused,don't know,don't know,don't know,,no,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,0,not applicable,,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,not applicable,not applicable,,not applicable,0,not applicable,not applicable,not applicable,not applicable,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,yes,no,yes,not applicable,none,0,no - definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,no,,,,,,,,,,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,1.161,2010,female,28,25-34,North West,north west,marrried or couple,yes,2,pre family,0,no,no,no,no,no,gcse/o-level/cse,in paid employ,D,yes,in paid employ,"£11,500-£13,499",12500,<£200,100,down >£100,-150,yes,">£30,000",40000,">£20,000",3.200000048,33.33333206,>1,not applicable,£160-£169,230,0.220799997,,2,no,yes,yes,no,no,no,no,no,no,private rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,yes,heavy,"have financial problems, fallen behind with many",no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,,,,no,yes,yes,harder,none,0,no - definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,no,very concerned,no,no,yes,no,no,no,no,increased,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,1.043,2010,female,60,55-64,Scotland,scotland,marrried or couple,yes,3,post family,0,no,no,no,no,no,no formal qualifications,in paid employ,C2,yes,in paid employ,refused,refused,refused,refused,refused,,refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,mortgagor,owner,mortgagor,yes,refused,refused,,yes,refused,refused,refused,not applicable,not applicable,not applicable,,refused,refused,not applicable,not applicable,not applicable,not applicable,,,,,,,refused,refused,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,refused,not applicable,refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,refused,refused,not applicable,refused,don't know,,refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,refused,refused,no,no,no,no,no,yes,no,refused,refused,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,1.417,2010,male,33,25-34,South East,south east,marrried or couple,no,4,family,2,yes,yes,no,yes,no,bachelor degree or equivalent (=nvq4),in paid employ,C1,no,in paid employ,not applicable,not applicable,"£1,400-£1,599",1500,no change,0,no,not applicable,not applicable,not applicable,not applicable,0,not applicable,0,not applicable,0,not applicable,,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£120,000-£129,999",262500,,yes,fixed,"£170,000-£189,999",180000,">£150,000",not applicable,10,,£850-£899,875,not applicable,0.583333313,not applicable,>0.5,,,,,,,not applicable,not applicable,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,the same,£400-£449,425,yes - slightly increase,,,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,"£10,000 - £12,499",11250,no,somewhat concerned,yes,yes,yes,yes,no,no,no,increased,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,0.603,2010,male,22,18-24,Yorks&Humber,yorks and humbr,marrried or couple,yes,3,family,1,yes,yes,no,no,no,vocational qualifications (=nvq1+2),something else,C2,no,in paid employ,"£13,500-£15,499",14500,<£200,100,no change,0,yes,"£15,000-19,999",17500,"£10,000-£19,999",1.206896544,14.58333302,>1,>1,£200-£209,325,0.268965513,,3,no,yes,no,yes,no,no,yes,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,0,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,no,no,"keeping up, struggle from time to time",no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,,,,yes,no,yes,harder,<=25,12.5,yes - significantly increase,,,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,<£500,250,no,somewhat concerned,yes,yes,no,yes,no,no,no,stayed the same,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
