1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244
845,0.672,2011,male,37,35-44,Greater London,london,marrried or couple,yes,5+,family,4,yes,no,yes,yes,yes,bachelor degree or equivalent (=nvq4),something else,C2,no,in paid employ,"£6,500-£7,499",7000,<£200,100,no change,0,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£110,000-£119,999",237500,,yes,fixed,don't know,don't know,not applicable,not applicable,not applicable,,£250-£299,275,0.471428573,2.75,0.35-0.5,>0.5,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,no,no,no,no,no,no,yes,no,no,no,no,,,,no,yes,yes,the same,£100-£149,125,,Increase by £50-£99 a month,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,"£10,000 - £12,499",11250,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,,,,,,,,,good idea,more certain
1015,2.046,2011,male,24,18-24,South East,south east,marrried or couple,yes,4,family,2,yes,yes,no,no,no,a-level or equivalent (=nvq3),in paid employ,C1,no,in paid employ,"£17,500-£24,999",21250,£300-£399,350,up <£50,25,yes,"£5,500-5,999",5750,"£5,000-£9,999",0.270588249,1.369047642,0.25-0.5,>1,£10-£19,15,0.008470588,<0.05,4,yes,yes,yes,no,no,no,yes,no,no,private rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,no,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,yes,no,no,no,no,no,no,no,no,no,no,,,,no,no,no,easier,150-£199,175,,Increase by £50-£99 a month,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,none,0,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,no,no,no,no,yes,,good idea,no change
1681,0.343,2011,male,42,35-44,W Midlands,west midlands,marrried or couple,yes,5+,family,4,yes,yes,no,yes,yes,other,something else,E,no,something else,refused,refused,refused,refused,refused,,refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,owner outright,owner,owner outright,no,not applicable,not applicable,,no,not applicable,not applicable,0,0,not applicable,not applicable,,not applicable,0,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,refused,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,easier,none,0,,refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,no idea,no change
1754,0.551,2011,male,36,35-44,W Midlands,south west,marrried or couple,yes,2,pre family,0,no,no,no,no,no,no formal qualifications,in paid employ,C1,no,in paid employ,"£75,000-£99,999",87500,<£200,100,no change,0,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,no,not applicable,not applicable,,yes,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,harder,none,0,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">=£150,000",175000,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,,,,,,,,,good idea,more certain
849,1.229,2011,male,77,65+,South East,south east,marrried or couple,yes,2,post family,0,no,no,no,no,no,gcse/o-level/cse,retired,C1,no,retired,"£17,500-£24,999",21250,£200-£299,250,down <£50,-25,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,no,not applicable,not applicable,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,£300-£349,325,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£100,000 - £149,999",125000,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,vague idea,less certain
856,1.81,2011,male,39,35-44,E Anglia,south east,marrried or couple,yes,4,family,2,yes,no,no,yes,no,bachelor degree or equivalent (=nvq4),in paid employ,B,no,in paid employ,"£40,000-£49,999",45000,£800-£899,850,down £50-£100,-75,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,refused,not applicable,not applicable,not applicable,not applicable,not applicable,,refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,no,no,no,no,no,yes,yes,no,no,yes,no,,,,no,no,no,not applicable,<=25,12.5,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£35,000 - £39,999",37500,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,good idea,less certain
1753,0.952,2011,male,58,55-64,W Midlands,south west,marrried or couple,yes,2,post family,0,no,no,no,no,no,gcse/o-level/cse,in paid employ,C1,no,retired,refused,refused,don't know,don't know,don't know,,no,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,0,not applicable,not applicable,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,not applicable,not applicable,,not applicable,0,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,don't know,,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,good idea,no change
847,0.266,2011,male,62,55-64,Greater London,london,marrried or couple,yes,2,post family,0,no,no,no,no,no,no formal qualifications,something else,E,no,long-term sick/disab,"£6,500-£7,499",7000,<£200,100,down £50-£100,-75,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,yes,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,none,0,,Decrease by less than £50 a month,,,,,,,,,,,,,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,<£500,250,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,vague idea,no change
505,0.746,2011,male,71,65+,South East,south east,marrried or couple,yes,2,post family,0,no,no,no,no,no,other,retired,C2,no,retired,"£6,500-£7,499",7000,<£200,100,down >£100,-150,yes,"£8,000-8,499",8250,"£5,000-£9,999",1.178571463,6.875,>1,>1,£20-£29,25,0.042857144,<0.05,2,no,no,yes,no,no,no,yes,no,no,housing association rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,yes,heavy,"keeping up, constant struggle",,,,,,,,,,,,,,,,yes,no,no,no,no,yes,no,no,no,no,no,,,,yes,no,yes,harder,none,0,,Decrease by £50-£99 a month,,,,,,,,,,,,,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,none,0,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,no,yes,no,no,no,I would be behind on my loan payments,no idea,less certain
218,0.568,2011,female,36,35-44,E Midlands,eastern,marrried or couple,yes,4,family,2,yes,yes,no,no,no,bachelor degree or equivalent (=nvq4),in paid employ,C2,yes,in paid employ,"£30,000-£39,999",35000,<£200,100,down >£100,-150,yes,"£3,500-3,999",3750,"£1,000-£4,999",0.107142858,3.125,<0.25,>1,£240-£249,550,0.188571423,0.1-0.2,2,no,no,yes,no,no,no,yes,no,no,mortgagor,owner,mortgagor,yes,"£60,000-£69,999",112500,,yes,fixed,"£110,000-£129,999",120000,"£90,000-£149,999",3.428571463,100,,£800-£849,825,0.28285715,8.25,0.2-0.35,>0.5,,,,,,,,,,,,,,,,,,,,,,,no,somewhat,falling behind on some,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,no,no,no,,,,no,no,no,harder,£25-£49,37.5,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,£500-£999,750,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,,no,no,no,no,yes,,no idea,no change
1748,1.286,2011,male,81,65+,Scotland,scotland,marrried or couple,yes,2,post family,0,no,no,no,no,no,no formal qualifications,retired,C1,no,retired,don't know,don't know,<£200,100,no change,0,no,not applicable,not applicable,not applicable,not applicable,0,not applicable,0,not applicable,0,not applicable,not applicable,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,not applicable,0,,not applicable,0,not applicable,0,not applicable,0,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,£50-£99,75,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,don't know,don't know,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,vague idea,no change
1978,1.677,2011,male,31,25-34,Greater London,london,marrried or couple,yes,2,pre family,0,no,no,no,no,no,bachelor degree or equivalent (=nvq4),in paid employ,C1,yes,in paid employ,refused,refused,£800-£899,850,down <£50,-25,yes,"£10,000-14,999",12500,"£10,000-£19,999",not applicable,1.225490212,not applicable,>1,don't know,don't know,not applicable,not applicable,3,no,no,yes,no,no,no,yes,yes,no,private rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,not applicable,0,,not applicable,0,not applicable,0,not applicable,0,,,,,,,,,,,,,,,,,,,,,,,no,somewhat,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,yes,no,no,,,,no,no,no,not applicable,none,0,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<£500,250,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,,,,,,,,,,,no,no,no,no,yes,,vague idea,no change
1488,1.073,2011,male,40,35-44,South East,south east,marrried or couple,yes,5+,family,3,yes,yes,no,no,yes,a-level or equivalent (=nvq3),in paid employ,C1,no,in paid employ,"£50,000-£74,999",62500,£500-£599,550,down £50-£100,-75,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£150,000-£159,999",375000,,yes,variable,"£90,000-£99,999",95000,"£90,000-£149,999",1.519999981,14.39393902,,£700-£749,725,0.139200002,1.318181872,0.1-0.2,>0.5,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,no,no,no,no,no,yes,yes,no,no,no,no,,,,no,don't know,not applicable,not applicable,<=25,12.5,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,don't know,don't know,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,,£50-99,,,,,,,no idea,less certain
1739,0.583,2011,female,25,25-34,North West,north west,marrried or couple,no,4,family,2,yes,yes,no,no,no,a-level or equivalent (=nvq3),long-term sick/disab,E,no,unemployed,not applicable,not applicable,<£200,100,no change,0,yes,"£8,500-8,999",8750,"£5,000-£9,999",not applicable,7.291666508,not applicable,>1,£160-£169,230,not applicable,not applicable,3,no,yes,no,no,yes,no,yes,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,not applicable,0,,not applicable,0,not applicable,0,not applicable,0,,,,,,,,,,,,,,,,,,,,,,,no,heavy,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,,,,yes,no,yes,harder,none,0,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,no,no,no,no,yes,,no idea,no change
1008,0.55,2011,male,23,18-24,Scotland,scotland,marrried or couple,yes,5+,family,3,yes,yes,yes,no,no,gcse/o-level/cse,unemployed,E,yes,unemployed,"£9,500-£11,499",10500,"£1,000-£1,199",1100,no change,0,yes,"£3,000-3,499",3250,"£1,000-£4,999",0.309523821,0.246212125,0.25-0.5,<0.25,£200-£209,325,0.371428579,>0.3,1,yes,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,somewhat,"keeping up, struggle from time to time",,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,yes,no,no,,,,no,no,no,harder,none,0,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,no,no,no,no,yes,,no idea,no change
1731,0.721,2011,female,69,65+,South East,south east,marrried or couple,yes,2,post family,0,no,no,no,no,no,other,retired,C1,yes,retired,don't know,don't know,<£200,100,down >£100,-150,no,not applicable,not applicable,not applicable,not applicable,0,not applicable,0,not applicable,0,not applicable,not applicable,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,not applicable,0,,not applicable,0,not applicable,0,not applicable,0,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,don't know,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,yes,no,yes,don't know,none,0,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,good idea,no change
791,1.145,2011,male,42,35-44,South West,south west,marrried or couple,yes,4,post family,0,no,no,no,no,no,gcse/o-level/cse,in paid employ,C1,yes,in paid employ,"£50,000-£74,999",62500,£200-£299,250,down >£100,-150,yes,"£20,000-24,999",22500,">£20,000",0.360000014,7.5,0.25-0.5,>1,£240-£249,550,0.105599999,0.1-0.2,4,yes,yes,yes,no,no,no,no,no,yes,mortgagor,owner,mortgagor,yes,"£130,000-£139,999",287500,,yes,base rate tracker,"£90,000-£99,999",95000,"£90,000-£149,999",1.519999981,31.66666603,,£600-£649,625,0.119999997,2.5,0.1-0.2,>0.5,,,,,,,,,,,,,,,,,,,,,,,no,heavy,"keeping up, constant struggle",,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,no,no,no,,,,yes,no,yes,not applicable,£250-£299,275,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£8,000 - £8,999",8500,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,£50-99,no,no,no,no,yes,,good idea,less certain
1029,0.896,2011,male,46,45-54,E Midlands,east midlands,never married,yes,4,post family,0,no,no,no,no,no,bachelor degree or equivalent (=nvq4),long-term sick/disab,D,no,retired,"£4,500-£6,499",5500,<£200,100,down >£100,-150,yes,"£10,000-14,999",12500,"£10,000-£19,999",2.272727251,10.41666698,>1,>1,£140-£149,190,0.414545447,>0.3,1,no,yes,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£90,000-£99,999",187500,,yes,variable,"£80,000-£89,999",85000,"£60,000-£89,999",15.45454502,70.83333588,,£250-£299,275,0.600000024,2.75,>0.5,>0.5,,,,,,,,,,,,,,,,,,,,,,,yes,heavy,falling behind on some,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,yes,no,no,,,,no,no,no,don't know,none,0,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,"I would be up to date with my mortgage payments, without much struggle. ",£300-399,no,yes,no,no,no,"I would be up to date with my loan payments, without much struggle. ",good idea,no change
1729,0.672,2011,female,74,65+,South East,south east,widowed/divorced/separated,yes,1,post family,0,no,no,no,no,no,a-level or equivalent (=nvq3),retired,C1,yes,retired,"£13,500-£15,499",14500,£700-£799,750,up >£100,150,yes,£200-499,350,"<£1,000",0.024137931,0.03888889,<0.25,<0.25,£50-£59,55,0.04551724,<0.05,1,no,no,no,yes,no,no,no,no,no,private rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,no,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,none,0,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refused,refused,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,no,no,no,no,yes,,good idea,no change
1780,1.17,2011,male,57,55-64,South East,south east,marrried or couple,yes,2,post family,0,no,no,no,no,no,a-level or equivalent (=nvq3),something else,B,no,in paid employ,don't know,don't know,"£1,000-£1,199",1100,down £50-£100,-75,no,not applicable,not applicable,not applicable,not applicable,0,not applicable,0,not applicable,0,not applicable,not applicable,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£90,000-£99,999",187500,,yes,don't know,"£30,000-£39,999",35000,"£30,000-£59,999",not applicable,2.651515245,,£200-£249,225,not applicable,0.204545453,not applicable,0.2-0.35,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,£350-£399,375,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£12,500 - £14,999",13750,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,,,,,,,,,no idea,less certain
933,0.453,2011,female,73,65+,E Midlands,east midlands,marrried or couple,no,2,post family,0,no,no,no,no,no,no formal qualifications,retired,D,yes,retired,"£15,500-£17,499",16500,£200-£299,250,down £50-£100,-75,yes,<£200,100,"<£1,000",0.006060606,0.033333335,<0.25,<0.25,don't know,don't know,not applicable,not applicable,1,no,no,yes,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,heavy,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,150-£199,175,,Decrease by £300 or more a month,,,,,,,,,,,,,,,No,Yes,No,No,No,No,,,,,,,,,,,,,,"£1,000 - £1,999",1500,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,,,,,no,no,no,no,yes,,good idea,no change
623,0.528,2011,female,65,65+,Yorks&Humber,yorks and humbr,marrried or couple,yes,2,post family,0,no,no,no,no,no,vocational qualifications (=nvq1+2),retired,C2,yes,retired,"£25,000-£29,999",27500,£400-£499,450,no change,0,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,the same,£250-£299,275,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£75,000 - £99,999",87500,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,no idea,no change
1779,1.317,2011,male,70,65+,Scotland,scotland,widowed/divorced/separated,yes,1,post family,0,no,no,no,no,no,other,retired,C1,yes,retired,"£6,500-£7,499",7000,<£200,100,no change,0,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,owner outright,owner,owner outright,yes,,,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,no,not applicable,keeping up without much difficulty,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,no,no,no,not applicable,£300-£349,325,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,000 - £1,999",1500,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,good idea,no change
1450,0.942,2011,male,22,18-24,Scotland,scotland,never married,yes,1,single,0,no,no,no,no,no,no formal qualifications,unemployed,E,yes,unemployed,"£15,500-£17,499",16500,<£200,100,no change,0,no,not applicable,not applicable,not applicable,0,0,0,0,not applicable,0,0,0,0,no,no,no,no,no,no,no,no,no,private rented,renter,renter,not applicable,not applicable,0,,no,not applicable,not applicable,0,0,0,0,,not applicable,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,yes,not applicable,"keeping up, constant struggle",,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,yes,,,,no,no,no,harder,none,0,,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,no idea,less certain
